,text_x,text_predicate,text_y,hypothesis_x,hypothesis_predicate,hypothesis_y,entailment
12960,person,was known as,mark twain,mark twain,said of,austen,False
12961,person,was known as,mark twain,mark twain,was inviting,friends,False
12962,person,was known as,mark twain,mark twain,was inviting,old friends,False
12963,person,was known as,mark twain,mark twain,differs from,unhappy artists,False
12964,person,was known as,mark twain,mark twain,achieved as,a author,False
12965,person,was known as,mark twain,mark twain,amused,primitive persons,False
12966,person,was known as,mark twain,mark twain,paid,students,False
12967,person,was known as,mark twain,the rochambeau,christened,the mark twain,False
12968,person,was known as,mark twain,mark twain,had as,a artist,False
12969,person,was known as,mark twain,mark twain,recorded,a friend,False
12970,person,was known as,mark twain,mark twain,had as,a literary artist,False
12971,person,was known as,mark twain,mark twain,was heralded as,a second scott,False
12972,person,was known as,mark twain,mark twain,evolved from,a sensational journalist,False
12973,person,was known as,mark twain,mark twain,publishes,sawyer,False
12974,person,was known as,mark twain,mark twain,was one of,the geniuses,False
12975,person,was known as,mark twain,mark twain,killed,the joker,False
12976,person,was known as,mark twain,mark twain,repeated,tolstoy,False
12977,person,was known as,mark twain,no distinguished visitor,must meet,mark twain,False
12978,person,was known as,mark twain,no visitor,must meet,mark twain,False
12979,person,was known as,mark twain,mark twain,advised,a aspirant,False
12980,person,was known as,mark twain,mark twain,opens the eyes of,a boy,False
12981,person,was known as,mark twain,mark twain,stands out,a sociologist,False
12982,person,was known as,mark twain,mark twain,began as,a wag,True
12983,person,was known as,mark twain,mark twain,fraternized with,bret harte,False
12984,person,was known as,mark twain,mark twain,joked with,friends,False
12985,person,was known as,mark twain,mark twain,fraternized with,harte,False
12986,person,was known as,mark twain,mark twain,visited,howells,False
12987,person,was known as,mark twain,mark twain,felt grateful to,the teachers,False
12988,person,was known as,mark twain,mark twain,accused,walter scott,False
12989,person,was known as,george orwell,george orwell,was one of,the critics,True
12990,person,was known as,george orwell,george orwell,was one of,the writers,True
12991,person,was known as,george orwell,george orwell,found,englishmen,False
12992,person,was president after,roosevelt,roosevelt,appointed him,chairman,False
12993,person,was president after,roosevelt,famous author,wrote a letter to,roosevelt,False
12994,person,was president after,roosevelt,roosevelt,called a conference of,governors,False
12995,person,was president after,roosevelt,roosevelt,appointed him,ambassador,False
12996,person,was president after,roosevelt,roosevelt,was accompanied by,hopkins,False
12997,person,was president after,roosevelt,roosevelt,will not be,a candidate,False
12998,person,was president after,roosevelt,roosevelt,had been speaking to,the methodist ministers,False
12999,person,was president after,roosevelt,parker,accused,roosevelt,False
13000,person,was president after,roosevelt,einstein,sent a letter to,roosevelt,False
13001,person,was president after,roosevelt,roosevelt,received votes for,hoover,False
13002,person,was president after,roosevelt,roosevelt,appointed him,governor,False
13003,person,was president after,roosevelt,roosevelt,was running against,hoover,False
13004,person,was president after,roosevelt,roosevelt,had closed,the banks,False
13005,person,was president after,roosevelt,critics,accused,roosevelt,False
13006,person,was president after,roosevelt,roosevelt,easily defeated,hoover,False
13007,person,was president after,roosevelt,the prime minister,telegraphed to,roosevelt,False
13008,person,was president after,roosevelt,eleanor roosevelt,was the wife of,roosevelt,False
13009,person,was president after,roosevelt,roosevelt,married,eleanor roosevelt,False
13010,person,was president after,roosevelt,roosevelt,attacked,hoover,False
13011,person,was president after,roosevelt,roosevelt,succeeded on the death of,mckinley,False
13012,person,was president after,roosevelt,roosevelt,charged,taft,False
13013,person,was president after,roosevelt,roosevelt,decided to send,taft,False
13014,person,was president after,roosevelt,roosevelt,had a majority of,the delegates,False
13015,person,was president after,roosevelt,roosevelt,labeled,muckrakers,False
13016,person,was president after,roosevelt,parker,charges,roosevelt,False
13017,person,was president after,roosevelt,roosevelt,instructed,harriman,False
13018,person,was president after,roosevelt,roosevelt,swamped,hoover,False
13019,person,was president after,roosevelt,roosevelt,easily defeated,parker,False
13020,person,was president after,roosevelt,roosevelt,had chosen,taft,False
13021,person,was president after,roosevelt,roosevelt,outpolled,taft,False
13022,person,was president after,roosevelt,roosevelt,admonished,the white women,False
13023,person,was president after,roosevelt,bethune,took and presented to,roosevelt,False
13024,person,was president after,roosevelt,hopkins,passed to,roosevelt,False
13025,person,was president after,roosevelt,roosevelt,criticized,hoover,False
13026,person,was president after,roosevelt,roosevelt,complained to,taft,False
13027,person,was president after,roosevelt,roosevelt,wrote in,the rough riders,False
13028,person,was president after,roosevelt,american jews,besought,roosevelt,False
13029,person,was president after,roosevelt,collier,was appointed by,roosevelt,False
13030,person,was president after,roosevelt,leading jews,besought,roosevelt,False
13031,person,was president after,roosevelt,roosevelt,established as,chairman,False
13032,person,was president after,roosevelt,roosevelt,summoned,mitchell,False
13033,person,was president after,roosevelt,roosevelt,founded,the boone,False
13034,person,was president after,roosevelt,roosevelt,accepted the invitation of,the governors,False
13035,person,was president after,roosevelt,hughes,administered the oath to,roosevelt,False
13036,person,was president after,roosevelt,roosevelt,asks to send,a congressman,False
13037,person,was president after,roosevelt,roosevelt,addressed to,hirohito,False
13038,person,was president after,roosevelt,roosevelt,authorized,molotov,False
13039,person,was president after,roosevelt,roosevelt,to appoint,new justices,False
13040,person,was president after,roosevelt,wilson,received votes for,roosevelt,False
13041,person,was president after,roosevelt,albert einstein,had written to,roosevelt,False
13042,person,was president after,roosevelt,franklin roosevelt,married,roosevelt,False
13043,person,was president after,roosevelt,insurgents,were telling,roosevelt,False
13044,person,was president after,roosevelt,roosevelt,had been appointed,assistant secretary,False
13045,person,was president after,roosevelt,roosevelt,promoted from,captain,False
13046,person,was president after,roosevelt,roosevelt,named him,chairman,False
13047,person,was president after,roosevelt,roosevelt,will be under,christ,False
13048,person,was president after,roosevelt,roosevelt,remarked to,hopkins,False
13049,person,was president after,roosevelt,roosevelt,will be under,jesus christ,False
13050,person,was president after,roosevelt,roosevelt,had ordered,macarthur,False
13051,person,was president after,roosevelt,wilson,led in,roosevelt,False
13052,person,was president after,roosevelt,alger,had a liking for,roosevelt,False
13053,person,was president after,roosevelt,general alger,had a liking for,roosevelt,False
13054,person,was president after,roosevelt,hopkins,was appointed by,roosevelt,False
13055,person,was president after,roosevelt,nominees,can quote,roosevelt,False
13056,person,was president after,roosevelt,republican nominees,can quote,roosevelt,False
13057,person,was president after,roosevelt,roosevelt,did not intend to be,a candidate,False
13058,person,was president after,roosevelt,roosevelt,emerged as,a candidate,False
13059,person,was president after,roosevelt,roosevelt,had ordered,dewey,False
13060,person,was president after,roosevelt,roosevelt,relied on,hopkins,False
13061,person,was president after,roosevelt,roosevelt,jumped from,lieutenant colonel,False
13062,person,was president after,roosevelt,roosevelt,attacked,royalists,False
13063,person,was president after,roosevelt,roosevelt,intended to protect,shippers,False
13064,person,was president after,roosevelt,the guard,refused to consider,roosevelt,False
13065,person,was president after,roosevelt,the witty secretary,remarked to,roosevelt,False
13066,person,was president after,roosevelt,wilson,did not agree with,roosevelt,False
13067,person,was president after,roosevelt,eisenhower,has been a sort of,roosevelt,False
13068,person,was president after,roosevelt,fleming,made and told,roosevelt,False
13069,person,was president after,roosevelt,harry truman,had succeeded,roosevelt,True
13070,person,was president after,roosevelt,kennedy,telephoned,roosevelt,False
13071,person,was president after,roosevelt,mckinley,was reelected with,roosevelt,False
13072,person,was president after,roosevelt,roosevelt,was never,a speculative man,False
13073,person,was president after,roosevelt,roosevelt,was never,an easy speaker,False
13074,person,was president after,roosevelt,roosevelt,summoned,beveridge,False
13075,person,was president after,roosevelt,roosevelt,stayed as,civil commissioner,False
13076,person,was president after,roosevelt,roosevelt,sent a cable to,dewey,False
13077,person,was president after,roosevelt,roosevelt,also received from,farmers,False
13078,person,was president after,roosevelt,roosevelt,received support from,farmers,False
13079,person,was president after,roosevelt,roosevelt,appealed directly to,hirohito,False
13080,person,was president after,roosevelt,roosevelt,won over,murray,False
13081,person,was president after,roosevelt,roosevelt,wrote of,negro soldiers,False
13082,person,was president after,roosevelt,roosevelt,wrote of,soldiers,False
13083,person,was president after,roosevelt,roosevelt,had gone with,the children,False
13084,person,was president after,roosevelt,roosevelt,however wrote to,the czar,False
13085,person,was president after,roosevelt,roosevelt,addressed to,the dictators,False
13086,person,was president after,roosevelt,roosevelt,issued to,townsend,False
13087,person,was president after,roosevelt,roosevelt,found a body of,undergraduates,False
13088,person,was president after,roosevelt,roosevelt,was named for,vice president,False
13089,person,was president after,roosevelt,roosevelt,despised,wilson,False
13090,person,was president after,roosevelt,the author,was closely associated with,roosevelt,False
13091,person,was president after,roosevelt,theodore roosevelt,letters from,roosevelt,False
13092,person,was president after,roosevelt,einstein,had warned,roosevelt,False
13093,person,was president after,roosevelt,kennedy,endorsed,roosevelt,False
13094,person,was president after,roosevelt,livingston,had induced,roosevelt,False
13095,person,was president after,roosevelt,longfellow,wrote for,roosevelt,False
13096,person,was president after,roosevelt,mccormick,opposed,roosevelt,False
13097,person,was president after,roosevelt,roosevelt,attended as,a delegate,False
13098,person,was president after,roosevelt,roosevelt,explained to,critic,False
13099,person,was president after,roosevelt,roosevelt,received votes than,hoover,False
13100,person,was president after,roosevelt,roosevelt,instructed,hopkins,False
13101,person,was president after,roosevelt,roosevelt,had appointed as,postmaster,False
13102,person,was president after,roosevelt,roosevelt,established the office of,the coordinator,False
13103,person,was president after,roosevelt,roosevelt,had the majority of,the delegates,False
13104,person,was president after,roosevelt,roosevelt,appointed appointed,the first woman,False
13105,person,was president after,roosevelt,roosevelt,is going to,welles,False
13106,person,was president after,roosevelt,roosevelt,campaigned for,william mckinley,False
13107,person,was president after,roosevelt,the communists,endorsed,roosevelt,False
13108,person,was president after,roosevelt,the roosevelt,was named for,theodore roosevelt,False
13109,person,was president after,roosevelt,winston churchill,had asked,roosevelt,False
13110,person,was president after,roosevelt,baker,described,roosevelt,False
13111,person,was president after,roosevelt,chapman,had an interview with,roosevelt,False
13112,person,was president after,roosevelt,reyes,bore resemblance to,roosevelt,False
13113,person,was president after,roosevelt,roosevelt,aspired to be,a dictator,False
13114,person,was president after,roosevelt,roosevelt,referred as,a filthy atheist,False
13115,person,was president after,roosevelt,roosevelt,converted into,a mendicant beneficiary,False
13116,person,was president after,roosevelt,roosevelt,had become,a personality,False
13117,person,was president after,roosevelt,roosevelt,would like to see,a preacher,False
13118,person,was president after,roosevelt,roosevelt,had behaved like,a true gentleman,False
13119,person,was president after,roosevelt,roosevelt,explained to,another complainant,False
13120,person,was president after,roosevelt,roosevelt,instructed,averell harriman,False
13121,person,was president after,roosevelt,roosevelt,applauded,chamberlain,False
13122,person,was president after,roosevelt,roosevelt,negotiated with,commissar,False
13123,person,was president after,roosevelt,roosevelt,invited to send,delegates,False
13124,person,was president after,roosevelt,roosevelt,was related to,former presidents,False
13125,person,was president after,roosevelt,roosevelt,had been replaced by,harry truman,True
13126,person,was president after,roosevelt,roosevelt,had brought as,housekeeper,False
13127,person,was president after,roosevelt,roosevelt,negotiated with,soviet commissar,False
13128,person,was president after,roosevelt,roosevelt,relieved,stilwell,False
13129,person,was president after,roosevelt,roosevelt,called a conference of,the governors,False
13130,person,was president after,roosevelt,roosevelt,appealed directly to,wilson,False
13131,person,was president after,roosevelt,roosevelt,called upon,wilson,False
13132,person,was president after,roosevelt,smith,telephoned,roosevelt,False
13133,person,was president after,roosevelt,the muckraker,was coined by,roosevelt,False
13134,person,was president after,roosevelt,the new pope,had a admiration for,roosevelt,True
13135,person,was president after,roosevelt,the wife,was the wife of,roosevelt,False
13136,person,was president after,roosevelt,business leaders,feared,roosevelt,False
13137,person,was president after,roosevelt,harriman,has reported to,roosevelt,False
13138,person,was president after,roosevelt,mckinley,had been destroyed by,roosevelt,False
13139,person,was president after,roosevelt,roosevelt,remembered as,a child,False
13140,person,was president after,roosevelt,roosevelt,never became,a dictator,False
13141,person,was president after,roosevelt,roosevelt,had suggested to,a german agent,False
13142,person,was president after,roosevelt,roosevelt,must be set down as,a good administrator,False
13143,person,was president after,roosevelt,roosevelt,emerged as,a major spokesperson,False
13144,person,was president after,roosevelt,roosevelt,remembered as,a solemn child,False
13145,person,was president after,roosevelt,roosevelt,emerged as,a spokesperson,False
13146,person,was president after,roosevelt,roosevelt,named him,ambassador,False
13147,person,was president after,roosevelt,roosevelt,will speak to,daniels,False
13148,person,was president after,roosevelt,roosevelt,authorized,davis,False
13149,person,was president after,roosevelt,roosevelt,returned to,harvard,False
13150,person,was president after,roosevelt,roosevelt,led a group of,legislators,False
13151,person,was president after,roosevelt,roosevelt,sought with,little success,False
13152,person,was president during,the great depression,roosevelt,prolonged,the great depression,False
13153,person,was president during,the great depression,gregory,felt,a great depression,False
13154,person,was president during,the great depression,roosevelt,led through,the great depression,True
13155,person,was president during,the great depression,south dakotans,remember,the great depression,False
13156,person,was president during,the great depression,the great depression,had a effect on,workers,False
13157,person,was president during,the great depression,the great depression,struck,the negroes,False
13158,person,was president during,the great depression,nobody,could foresee,the great depression,False
13159,person,was president during,the great depression,the great depression,hit,farmers,False
13160,person,was president during,the great depression,the great depression,hit,americans,False
13161,person,was president during,the great depression,americans,recover from,the great depression,False
13162,person,was president during,the great depression,many missourians,lost during,the great depression,False
13163,person,was president during,the great depression,missourians,lost during,the great depression,False
13164,person,was president during,the great depression,roosevelt,led during,the great depression,True
13165,person,was president during,the great depression,the great depression,propelled,the democrats,False
13166,person,was president during,the cold war,strategists,created,the cold war,False
13167,person,was president during,the cold war,watt,rethinking,the cold war,False
13168,person,was president during,the cold war,the cold war,was started by,truman,False
13169,person,was president during,the cold war,the cold war,were considered by,many negroes,False
13170,person,was president during,the cold war,truman,had not joined,the cold war,False
13171,person,was president during,the cold war,the latin american,left after,the cold war,False
13172,person,was president during,the cold war,the mexican president,condemned,the cold war,False
13173,person,was searching for,the holy grail,joseph,brought,the holy grail,False
13174,person,was searching for,the holy grail,the poet,read,the holy grail,False
13175,person,was searching for,the holy grail,the knights,are seeking,the holy grail,True
13176,person,was searching for,the holy grail,the young knights,are seeking,the holy grail,True
13177,person,was searching for,the holy grail,the holy grail,was published at,the end,False
13178,person,was searching for,the holy grail,joseph,buried,the holy grail,False
13179,person,was searching for,the holy grail,joseph,hid,the holy grail,False
13180,person,was the king of,england,england,is the place for,husbands,False
13181,person,was the king of,england,caxton,set up in,england,False
13182,person,was the king of,england,england,hath known,some monarchs,False
13183,person,was the king of,england,england,was obliged for,gardeners,False
13184,person,was the king of,england,hughes,gives a account in,england,False
13185,person,was the king of,england,the governor general,was compelled to send to,england,False
13186,person,was the king of,england,england,had destroyed,a rival,False
13187,person,was the king of,england,england,hath known,some few monarchs,False
13188,person,was the king of,england,strangers,have brought into,england,False
13189,person,was the king of,england,napoleon bonaparte,strove against,england,False
13190,person,was the king of,england,the banditti,were marched into,england,False
13191,person,was the king of,england,the first consul,threatened to invade,england,False
13192,person,was the king of,england,fletcher,should go to,england,False
13193,person,was the king of,england,berkeley,was recalled to,england,False
13194,person,was the king of,england,volunteers,to be raised in,england,False
13195,person,was the king of,england,england,was threatened by,a catholic pretender,False
13196,person,was the king of,england,the directors,had shifted from,england,False
13197,person,was the king of,england,rousseau,had spent years in,england,False
13198,person,was the king of,england,the quakers,were persecuted in,england,False
13199,person,was the king of,england,william the conqueror,was crowned king of,england,True
13200,person,was the king of,england,some curious traveller,will visit,england,False
13201,person,was the king of,england,some traveller,will visit,england,False
13202,person,was the king of,england,william caxton,set up in,england,False
13203,person,was the king of,england,the england,shrank from,this fanciful child,False
13204,person,was the king of,england,english friars,studied and came to,england,False
13205,person,was the king of,england,many friars,studied and came to,england,False
13206,person,was the king of,england,this respectable lady,should return to,england,False
13207,person,was the king of,england,the first studies,were instituted in,england,False
13208,person,was the king of,england,the promoter,rejected it in,england,False
13209,person,was the king of,england,the assailants,crying for,england,False
13210,person,was the king of,england,the spaniards,could receive from,england,False
13211,person,was the king of,england,england,will have to have,bourbon,False
13212,person,was the king of,england,murray,was recalled to,england,False
13213,person,was the king of,england,the puritan,still lives in,england,False
13214,person,was the king of,england,this assassin,was sent over to,england,False
13215,person,was the king of,england,messengers,were despatched to,england,False
13216,person,was the king of,england,shelley,determined to go to,england,False
13217,person,was the king of,england,the ambassador,must go over,england,False
13218,person,was the king of,england,the great bacon,taught in,england,False
13219,person,was the king of,england,the roger bacon,taught in,england,False
13220,person,was the king of,england,mary tudor,became queen of,england,False
13221,person,was the king of,england,the young prince,should be sent into,england,False
13222,person,was the king of,england,visitors,flocked from all parts of,england,False
13223,person,was the king of,england,churchill,flew back to,england,False
13224,person,was the king of,england,signore,know little of,england,False
13225,person,was the king of,england,william the conqueror,set out to conquer,england,False
13226,person,was the king of,england,boniface,came not to,england,False
13227,person,was the king of,england,england,never saw,tom paine,False
13228,person,was the king of,england,byron,took leave of,england,False
13229,person,was the king of,england,the marquis,was the last in,england,False
13230,person,was the king of,england,bragg,speak for,england,False
13231,person,was the king of,england,england,had been appropriated by,saxon thanes,False
13232,person,was the king of,england,arnold,was despised in,england,False
13233,person,was the king of,england,nephew,took up to,england,False
13234,person,was the king of,england,the emperor,did not mention,england,False
13235,person,was the king of,england,the last presidents,have derived from,england,False
13236,person,was the king of,england,england,talked about,a colonel,False
13237,person,was the king of,england,england,would be overrun by,foreign rogues,False
13238,person,was the king of,england,england,will never want,statesmen,False
13239,person,was the king of,england,merchants,were worse in,england,False
13240,person,was the king of,england,the jingoes,do not love,england,False
13241,person,was the king of,england,the worst jingoes,do not love,england,False
13242,person,was the king of,england,anselm,prepared to return to,england,False
13243,person,was the king of,england,convicts,were transported from,england,False
13244,person,was the king of,england,england,was won for,wagner,False
13245,person,was the king of,england,the english earl,had retired to,england,False
13246,person,was the king of,england,a new genius,had arisen in,england,False
13247,person,was the king of,england,england,meant to have,no neutrals,False
13248,person,was the king of,england,england,had yielded,shakespeare,False
13249,person,was the king of,england,gandhi,studied law in,england,False
13250,person,was the king of,england,gladstone,had returned in,england,False
13251,person,was the king of,england,harrison,went first to,england,False
13252,person,was the king of,england,priestley,was obliged to leave,england,False
13253,person,was the king of,england,swift,again visited,england,False
13254,person,was the king of,england,the historians,have traced to,england,False
13255,person,was the king of,england,candidates,had to be sent to,england,False
13256,person,was the king of,england,england,does not choose,best men,False
13257,person,was the king of,england,henry viii,established the church of,england,False
13258,person,was the king of,england,swift,went away to,england,False
13259,person,was the king of,england,the commodore,set sail for,england,False
13260,person,was the king of,england,the presbyterians,are tolerated in,england,False
13261,person,was the king of,england,the puritans,sought to realize in,england,False
13262,person,was the king of,england,a theologian,entered the field in,england,False
13263,person,was the king of,england,coleridge,was obliged to leave,england,False
13264,person,was the king of,england,criminals,could be tried in,england,False
13265,person,was the king of,england,england,is longing for,a despot,False
13266,person,was the king of,england,england,should contain,fewer nobles,False
13267,person,was the king of,england,england,too has,no statesmen,False
13268,person,was the king of,england,england,first recognized,the bourbon,False
13269,person,was the king of,england,hughes,was recalled to,england,False
13270,person,was the king of,england,seward,could go to,england,False
13271,person,was the king of,england,the principal chiefs,were led into,england,False
13272,person,was the king of,england,a dozen men,would revive in,england,False
13273,person,was the king of,england,another mighty poet,had been given to,england,False
13274,person,was the king of,england,bolingbroke,received and returned to,england,False
13275,person,was the king of,england,burke,called to defend,england,False
13276,person,was the king of,england,influential counsels,were needed in,england,False
13277,person,was the king of,england,preachers,used them in,england,False
13278,person,was the king of,england,scottish noblemen,should reside in,england,False
13279,person,was the king of,england,the austrian ambassador,signed with,england,False
13280,person,was the king of,england,the higher officials,were permitted to live in,england,False
13281,person,was the king of,england,the virginians,were children of,england,False
13282,person,was the king of,england,augustine,preached in,england,False
13283,person,was the king of,england,bolingbroke,was allowed to return to,england,False
13284,person,was the king of,england,bonaparte,found at war with,england,False
13285,person,was the king of,england,keats,could not survive in,england,False
13286,person,was the king of,england,mary stuart,to be kept in,england,False
13287,person,was the king of,england,teachers,might be sent from,england,False
13288,person,was the king of,england,the james wilson,was sent out from,england,False
13289,person,was the king of,england,buchanan,sent an agent to,england,False
13290,person,was the king of,england,clinton,resigned and returned to,england,False
13291,person,was the king of,england,cromwell,was appointed general of,england,False
13292,person,was the king of,england,daughter,went off to,england,False
13293,person,was the king of,england,david bruce,was a prisoner in,england,False
13294,person,was the king of,england,england,should surrender,american slaves,False
13295,person,was the king of,england,godiva,was the lady in,england,True
13296,person,was the king of,england,hamilton,had set out for,england,False
13297,person,was the king of,england,madison,to declare war against,england,False
13298,person,was the king of,england,recruits,had just arrived from,england,False
13299,person,was the king of,england,the new triumvirs,were to govern,england,False
13300,person,was the king of,england,the virginians,felt the hand of,england,False
13301,person,was the king of,england,a clerk,corresponds with,all england,False
13302,person,was the king of,england,alleged witches,perished in,england,False
13303,person,was the king of,england,burgoyne,was permitted to return to,england,False
13304,person,was the king of,england,cromwell,became the man in,england,False
13305,person,was the king of,england,england,is reproached by,continental thinkers,False
13306,person,was the king of,england,england,was colonized by,convicts,False
13307,person,was the king of,england,james wilson,was sent out from,england,False
13308,person,was the king of,england,john smith,explored the coast of,england,False
13309,person,was the king of,england,knox,found shelter in,england,False
13310,person,was the king of,england,no better counsel,was to be had in,england,False
13311,person,was the king of,england,subjects,could be taken to,england,False
13312,person,was the king of,england,the archduke,should visit,england,False
13313,person,was the king of,england,the last serf,did not disappear from,england,False
13314,person,was the king of,england,the norman barons,had obtained possession of,england,False
13315,person,was the king of,england,all england,would have passed as,witnesses,False
13316,person,was the king of,england,boniface,found and returned to,england,False
13317,person,was the king of,england,burgoyne,made a voyage to,england,False
13318,person,was the king of,england,carnegie,had not returned to,england,False
13319,person,was the king of,england,england,was the birthplace of,a highwayman,False
13320,person,was the king of,england,england,must expect,competitors,False
13321,person,was the king of,england,england,infested with,robbers,False
13322,person,was the king of,england,hawkins,left and returned to,england,False
13323,person,was the king of,england,henry viii,had become king of,england,True
13324,person,was the king of,france,ferdinand,is the enemy of,france,False
13325,person,was the king of,france,no nobleman,could reside in,france,False
13326,person,was the king of,france,no english nobleman,could reside in,france,False
13327,person,was the king of,france,intelligent readers,had seen more of,france,False
13328,person,was the king of,france,bonaparte,had thrown himself into,france,False
13329,person,was the king of,france,maintenon,had played in,france,False
13330,person,was the king of,france,france,shall be regarded as,a signatory,False
13331,person,was the king of,france,dreyfus,was brought back to,france,False
13332,person,was the king of,france,spencer,has travelled through,france,False
13333,person,was the king of,france,france,shall supply,advisers,False
13334,person,was the king of,france,the talkers,are mostly in,france,False
13335,person,was the king of,france,the talkers,are on the side in,france,False
13336,person,was the king of,france,the jesuits,had been expelled from,france,False
13337,person,was the king of,france,the supreme authority,was suspended in,france,False
13338,person,was the king of,france,france,is and abounds in,beggars,False
13339,person,was the king of,france,huguenots,fled from,france,False
13340,person,was the king of,france,livingston,was sent as minister to,france,False
13341,person,was the king of,france,marquette,was born in the north of,france,False
13342,person,was the king of,france,the jesuits,were suppressed in,france,False
13343,person,was the king of,france,the traveller,turned back to,france,False
13344,person,was the king of,france,da vinci,was born and died in,france,False
13345,person,was the king of,france,the saracens,had been expelled from,france,False
13346,person,was the king of,france,the pontiffs,had recourse to,france,False
13347,person,was the king of,france,the popular minstrels,can not compare with,france,False
13348,person,was the king of,france,french officers,were to be sent to,france,False
13349,person,was the king of,france,the cavalier,challenged,france,False
13350,person,was the king of,france,hobbes,was sick in,france,False
13351,person,was the king of,france,the emperor,had invaded,france,False
13352,person,was the king of,france,the prime minister,proposed a union of,france,False
13353,person,was the king of,france,the services,might be rendered in,france,False
13354,person,was the king of,france,the dauphin,succeeded to the crown of,france,True
13355,person,was the king of,france,tourists,visited from,france,False
13356,person,was the king of,france,cavendish,is returned from,france,False
13357,person,was the king of,france,france,was occupied by,the nazis,False
13358,person,was the king of,france,the saracens,again invaded,france,False
13359,person,was the king of,france,bonaparte,resolved to return to,france,False
13360,person,was the king of,france,the conscripts,began to arrive from,france,False
13361,person,was the king of,france,the new conscripts,began to arrive from,france,False
13362,person,was the king of,france,bonaparte,had landed in,france,False
13363,person,was the king of,france,jefferson,was of course in,france,False
13364,person,was the king of,france,the jesuits,had been banished from,france,False
13365,person,was the king of,france,the saracens,had made into,france,False
13366,person,was the king of,france,the quarry,has taken refuge in,france,False
13367,person,was the king of,france,bernard,were the leaders in,france,True
13368,person,was the king of,france,buchanan,may have left,france,False
13369,person,was the king of,france,france,would not endure,an emperor,False
13370,person,was the king of,france,jefferson,had just returned from,france,False
13371,person,was the king of,france,elizabeth,was a daughter of,france,False
13372,person,was the king of,france,france,had had enough of,the bourbons,False
13373,person,was the king of,france,king james,had fled to,france,False
13374,person,was the king of,france,sully,was the minister of,france,False
13375,person,was the king of,france,wainwright,left england for,france,False
13376,person,was the king of,france,france,was partitioned among,overlords,False
13377,person,was the king of,france,france,was settled under,the bourbons,False
13378,person,was the king of,france,james ii,had fled to,france,False
13379,person,was the king of,france,rousseau,fled from,france,False
13380,person,was the king of,france,the jews,had been expelled from,france,False
13381,person,was the king of,france,jews,had been deported from,france,False
13382,person,was the king of,france,bonaparte,forced to return to,france,False
13383,person,was the king of,france,france,might employ,neutrals,False
13384,person,was the king of,france,france,has continued to be,the supplier,False
13385,person,was the king of,france,good writers,starve in,france,False
13386,person,was the king of,france,jefferson,had purchased from,france,False
13387,person,was the king of,france,this young officer,did not reach,france,False
13388,person,was the king of,france,austrians,might enter,france,False
13389,person,was the king of,france,ferdinand,was detained in,france,False
13390,person,was the king of,france,france,would be deprived of,a knight,False
13391,person,was the king of,france,france,had been regarded as,a natural enemy,False
13392,person,was the king of,france,the archbishop,was devoted to,france,False
13393,person,was the king of,france,the huguenots,were persecuted in,france,False
13394,person,was the king of,france,bourbon,would be king of,france,True
13395,person,was the king of,france,churchill,was sent to the court of,france,False
13396,person,was the king of,france,france,has not produced,any economist,False
13397,person,was the king of,france,smollett,undertook a journey to,france,False
13398,person,was the king of,france,this monarch,had introduced into,france,False
13399,person,was the king of,france,bolingbroke,is busy in,france,False
13400,person,was the king of,france,france,enlisted the support of,frontiersmen,False
13401,person,was the king of,france,huguenots,were murdered in,france,False
13402,person,was the king of,france,jefferson,rejoiced to,france,False
13403,person,was the king of,france,jefferson,sent a commission to,france,False
13404,person,was the king of,france,lewis,was sent as a prisoner to,france,False
13405,person,was the king of,france,morgan,met him in,france,False
13406,person,was the king of,france,shakespeare,is now recognized in,france,False
13407,person,was the king of,france,talleyrand,was there for,france,False
13408,person,was the king of,france,wellington,break into,france,False
13409,person,was the king of,france,bourbon,was constable of,france,False
13410,person,was the king of,france,france,is not a country of,savages,False
13411,person,was the king of,france,france,is the boast of,the reactionaries,False
13412,person,was the king of,france,france,bewildered,the servants,False
13413,person,was the king of,france,jews,were driven into,france,False
13414,person,was the king of,france,learned jews,were driven into,france,False
13415,person,was the king of,france,many jews,were driven into,france,False
13416,person,was the king of,france,the cavaliers,had brought back from,france,False
13417,person,was the king of,france,these witches,brought out into,france,False
13418,person,was the king of,france,churchill,crossed over to,france,False
13419,person,was the king of,france,france,will be filled with,new protestants,False
13420,person,was the king of,france,gibbons,is coming from,france,False
13421,person,was the king of,france,hugh capet,sat on the throne of,france,True
13422,person,was the king of,france,jefferson,was ambassador to,france,False
13423,person,was the king of,france,the heretics,were burnt in,france,False
13424,person,was the king of,france,the notables,has been productive in,france,False
13425,person,was the king of,france,workmen,had been brought over from,france,False
13426,person,was the king of,france,columbus,decided to go to,france,False
13427,person,was the king of,france,france,attracted the attention of,all travellers,False
13428,person,was the king of,france,france,was divided by,claimants,False
13429,person,was the king of,france,france,was freed from,the invaders,False
13430,person,was the king of,france,france,was overrun by,the nazis,False
13431,person,was the king of,france,franklin,was popular in,france,False
13432,person,was the king of,france,livingston,was then sent to,france,False
13433,person,was the king of,france,stevenson,had met in,france,False
13434,person,was the king of,france,subjects,ordered to quit,france,False
13435,person,was the king of,france,that brave officer,was permitted to return to,france,False
13436,person,was the king of,france,the feeble princes,looked towards,france,False
13437,person,was the king of,france,the german princes,looked towards,france,False
