,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
19794,country want island,country take island,True,country,want,island,country,take,island
19795,island belong to country,island be part of country,True,island,belong to,country,island,be part of,country
19796,country gain island,island be part of country,True,country,gain,island,island,be part of,country
19797,country annex island,country declare island,True,country,annex,island,country,declare,island
19798,country lose to island,country beat island,True,country,lose to,island,country,beat,island
19799,country want island,country consider island,True,country,want,island,country,consider,island
19800,country declare island,country gain island,True,country,declare,island,country,gain,island
19801,country annex island,country invade island,True,country,annex,island,country,invade,island
19802,country take island,country occupy island,True,country,take,island,country,occupy,island
19803,island be return to country,island be part of country,True,island,be return to,country,island,be part of,country
19804,country want island,country feature island,True,country,want,island,country,feature,island
19805,country join island,country beat island,True,country,join,island,country,beat,island
19806,country acquire island,country occupy island,True,country,acquire,island,country,occupy,island
19807,country seize island,country gain island,True,country,seize,island,country,gain,island
19808,country take island,country declare island,True,country,take,island,country,declare,island
19809,country gain island,country seize island,True,country,gain,island,country,seize,island
19810,country invade island,country annex island,True,country,invade,island,country,annex,island
19811,country occupy island,country seize island,True,country,occupy,island,country,seize,island
19812,island be invade by country,country take island,True,island,be invade by,country,country,take,island
19813,country take island,island be invade by country,True,country,take,island,island,be invade by,country
19814,country take island,country seize island,True,country,take,island,country,seize,island
19815,country lose to island,island beat country,True,country,lose to,island,island,beat,country
19816,country give island,island be invade by country,True,country,give,island,island,be invade by,country
19817,country take island,country invade island,True,country,take,island,country,invade,island
19818,country acquire island,country take island,True,country,acquire,island,country,take,island
19819,country play island,country defeat island,True,country,play,island,country,defeat,island
19820,country seize island,country control island,True,country,seize,island,country,control,island
19821,island be locate in country,island be part of country,True,island,be locate in,country,island,be part of,country
19822,country defeat island,island beat country,True,country,defeat,island,island,beat,country
19823,country seize island,country acquire island,True,country,seize,island,country,acquire,island
19824,country take island,country give island,True,country,take,island,country,give,island
19825,country play island,island join country,True,country,play,island,island,join,country
19826,country declare island,country give island,True,country,declare,island,country,give,island
19827,country gain island,country invade island,True,country,gain,island,country,invade,island
19828,country seize island,country occupy island,True,country,seize,island,country,occupy,island
19829,country control island,country gain island,True,country,control,island,country,gain,island
19830,country annex island,country give island,True,country,annex,island,country,give,island
19831,country invade island,country attack island,True,country,invade,island,country,attack,island
19832,country gain island,country declare island,True,country,gain,island,country,declare,island
19833,island become part of country,island be part of country,True,island,become part of,country,island,be part of,country
19834,country claim island,island be claim by country,True,country,claim,island,island,be claim by,country
19835,country occupy island,country take island,True,country,occupy,island,country,take,island
19836,island become part of country,island be unite with country,True,island,become part of,country,island,be unite with,country
19837,country attack island,country invade island,True,country,attack,island,country,invade,island
19838,country give island,country invade island,True,country,give,island,country,invade,island
19839,island defeat country,country defeat island,True,island,defeat,country,country,defeat,island
19840,country want island,country gain island,True,country,want,island,country,gain,island
19841,country declare island,country invade island,True,country,declare,island,country,invade,island
19842,country gain island,country give island,True,country,gain,island,country,give,island
19843,country control island,country annex island,True,country,control,island,country,annex,island
19844,country get island,island be part of country,True,country,get,island,island,be part of,country
19845,island be invade by country,country give island,True,island,be invade by,country,country,give,island
19846,country invade island,island be part of country,True,country,invade,island,island,be part of,country
19847,island belong to country,island join country,True,island,belong to,country,island,join,country
19848,country declare island,country control island,True,country,declare,island,country,control,island
19849,country declare island,country occupy island,True,country,declare,island,country,occupy,island
19850,country give island,island be part of country,True,country,give,island,island,be part of,country
19851,country seize island,country give island,True,country,seize,island,country,give,island
19852,island defeat country,country beat island,True,island,defeat,country,country,beat,island
19853,country give island,country acquire island,True,country,give,island,country,acquire,island
19854,island be invade by country,island be part of country,True,island,be invade by,country,island,be part of,country
19855,island play country,country join island,True,island,play,country,country,join,island
19856,island be unite with country,island be part of country,True,island,be unite with,country,island,be part of,country
19857,country acquire island,country gain island,True,country,acquire,island,country,gain,island
19858,country invade island,country acquire island,True,country,invade,island,country,acquire,island
19859,country attack island,country declare island,True,country,attack,island,country,declare,island
19860,country annex island,country control island,True,country,annex,island,country,control,island
19861,island be cede to country,island be part of country,True,island,be cede to,country,island,be part of,country
19862,country give island,country gain island,True,country,give,island,country,gain,island
19863,island become part of country,island join country,True,island,become part of,country,island,join,country
19864,country attack island,island be invade by country,True,country,attack,island,island,be invade by,country
19865,country play island,island beat country,True,country,play,island,island,beat,country
19866,country declare island,island be invade by country,True,country,declare,island,island,be invade by,country
19867,country get island,island be return to country,True,country,get,island,island,be return to,country
19868,country annex island,country seize island,True,country,annex,island,country,seize,island
19869,country give island,country declare island,True,country,give,island,country,declare,island
19870,country annex island,country acquire island,True,country,annex,island,country,acquire,island
19871,country acquire island,country declare island,True,country,acquire,island,country,declare,island
19872,island be invade by country,country attack island,True,island,be invade by,country,country,attack,island
19873,country acquire island,country invade island,True,country,acquire,island,country,invade,island
19874,area defeat city,area beat city,True,area,defeat,city,area,beat,city
19875,area return to city,area move to city,True,area,return to,city,area,move to,city
19876,city be locate in area,city be part of area,True,city,be locate in,area,city,be part of,area
19877,city be capital of area,city  locate in area,True,city,be capital of,area,city, locate in,area
19878,city be part of area,city be locate in area,True,city,be part of,area,city,be locate in,area
19879,city be capital of area,city be the capital of area,True,city,be capital of,area,city,be the capital of,area
19880,city lose to area,city beat area,True,city,lose to,area,city,beat,area
19881,city be the capital of area,city  locate in area,True,city,be the capital of,area,city, locate in,area
19882,city  locate in area,city be capital of area,True,city, locate in,area,city,be capital of,area
19883,city  locate in area,city be locate in area,True,city, locate in,area,city,be locate in,area
19884,city be part of area,city be the capital of area,True,city,be part of,area,city,be the capital of,area
19885,city be locate in area,city be capital of area,True,city,be locate in,area,city,be capital of,area
19886,area lose to city,city beat area,True,area,lose to,city,city,beat,area
19887,city be part of area,city  locate in area,True,city,be part of,area,city, locate in,area
19888,city be part of area,city be capital of area,True,city,be part of,area,city,be capital of,area
19889,city be capital of area,city be part of area,True,city,be capital of,area,city,be part of,area
19890,city be the capital of area,city be part of area,True,city,be the capital of,area,city,be part of,area
19891,area defeat city,city beat area,True,area,defeat,city,city,beat,area
19892,city san area,area san city,True,city,san,area,area,san,city
19893,area be close to city,area be part of city,True,area,be close to,city,area,be part of,city
19894,area be part of city,area be close to city,True,area,be part of,city,area,be close to,city
19895,area  locate in city,area be locate in city,True,area, locate in,city,area,be locate in,city
19896,area defeat city,city join area,True,area,defeat,city,city,join,area
19897,city be locate in area,city be the capital of area,True,city,be locate in,area,city,be the capital of,area
19898,city be locate in area,city  locate in area,True,city,be locate in,area,city, locate in,area
19899,city cover area,city size area,True,city,cover,area,city,size,area
19900,city be capital of area,city be locate in area,True,city,be capital of,area,city,be locate in,area
19901,city defeat area,area beat city,True,city,defeat,area,area,beat,city
19902,city join area,city beat area,True,city,join,area,city,beat,area
19903,city defeat area,city beat area,True,city,defeat,area,city,beat,area
19904,city size area,city cover area,True,city,size,area,city,cover,area
19905,city be the capital of area,city be locate in area,True,city,be the capital of,area,city,be locate in,area
19906,area lose to city,area beat city,True,area,lose to,city,area,beat,city
19907,city be the capital of area,city be capital of area,True,city,be the capital of,area,city,be capital of,area
19908,city lose to area,area lose to city,True,city,lose to,area,area,lose to,city
19909,area defeat city,city defeat area,True,area,defeat,city,city,defeat,area
19910,city lose to area,area beat city,True,city,lose to,area,area,beat,city
19911,city defeat area,area defeat city,True,city,defeat,area,area,defeat,city
19912,city defeat area,city join area,True,city,defeat,area,city,join,area
19913,city move to area,city beat area,True,city,move to,area,city,beat,area
19914,city join area,city defeat area,True,city,join,area,city,defeat,area
19915,city join area,area defeat city,True,city,join,area,area,defeat,city
19916,area lose to city,city lose to area,True,area,lose to,city,city,lose to,area
19917,city  locate in area,city be part of area,True,city, locate in,area,city,be part of,area
19918,area be locate in city,area  locate in city,True,area,be locate in,city,area, locate in,city
19919,city join area,area beat city,True,city,join,area,area,beat,city
19920,area san city,city san area,True,area,san,city,city,san,area
19921,city move to area,area beat city,True,city,move to,area,area,beat,city
19922,area move to city,area return to city,True,area,move to,city,area,return to,city
19923,city  locate in area,city be the capital of area,True,city, locate in,area,city,be the capital of,area
19924,time start in time,time start time,True,time,start in,time,time,start,time
19925,time to end of time,time to end time,True,time,to end of,time,time,to end,time
19926,time start in time,time fall in time,True,time,start in,time,time,fall in,time
19927,time be celebrate in time,time start in time,True,time,be celebrate in,time,time,start in,time
19928,time be know as time,time be call time,True,time,be know as,time,time,be call,time
19929,time come in time,time bring time,True,time,come in,time,time,bring,time
19930,time end in time,time end on time,True,time,end in,time,time,end on,time
19931,time bring time,time start on time,True,time,bring,time,time,start on,time
19932,time become time,time to end of time,True,time,become,time,time,to end of,time
19933,time start time,time fall in time,True,time,start,time,time,fall in,time
19934,time begin time,time fall in time,True,time,begin,time,time,fall in,time
19935,time bring time,time come in time,True,time,bring,time,time,come in,time
19936,time love time,time celebrate time,True,time,love,time,time,celebrate,time
19937,time end time,time turn to time,True,time,end,time,time,turn to,time
19938,time begin at time,time mean time,True,time,begin at,time,time,mean,time
19939,time turn into time,time mean time,True,time,turn into,time,time,mean,time
19940,time come in time,time be celebrate in time,True,time,come in,time,time,be celebrate in,time
19941,time be celebrate on time,time begin on time,True,time,be celebrate on,time,time,begin on,time
19942,time fall in time,time fall on time,True,time,fall in,time,time,fall on,time
19943,time come in time,time start time,True,time,come in,time,time,start,time
19944,time come time,time mean time,True,time,come,time,time,mean,time
19945,time turn to time,time become time,True,time,turn to,time,time,become,time
19946,time start on time,time begin on time,True,time,start on,time,time,begin on,time
19947,time occur in time,time begin in time,True,time,occur in,time,time,begin in,time
19948,time be know as time,time be call time,True,time,be know as,time,time,be call,time
19949,time coincide with time,time coincide with time,True,time,coincide with,time,time,coincide with,time
19950,time start on time,time fall on time,True,time,start on,time,time,fall on,time
19951,time start on time,time be celebrate in time,True,time,start on,time,time,be celebrate in,time
19952,time be call time,time be know as time,True,time,be call,time,time,be know as,time
19953,time be celebrate in time,time start on time,True,time,be celebrate in,time,time,start on,time
19954,time come time,time become time,True,time,come,time,time,become,time
19955,time be know as time,time  know as time,True,time,be know as,time,time, know as,time
19956,time turn into time,time become time,True,time,turn into,time,time,become,time
19957,time start in time,time start on time,True,time,start in,time,time,start on,time
19958,time begin in time,time start in time,True,time,begin in,time,time,start in,time
19959,time occur in time,time bring time,True,time,occur in,time,time,bring,time
19960,time start time,time mean time,True,time,start,time,time,mean,time
19961,time be call time,time be know as time,True,time,be call,time,time,be know as,time
19962,time fall in time,time be celebrate in time,True,time,fall in,time,time,be celebrate in,time
19963,time fall on time,time start in time,True,time,fall on,time,time,start in,time
19964,time end time,time turn into time,True,time,end,time,time,turn into,time
19965,time to end of time,time mean time,True,time,to end of,time,time,mean,time
19966,time bring time,time start in time,True,time,bring,time,time,start in,time
19967,time start on time,time start time,True,time,start on,time,time,start,time
19968,time start time,time begin on time,True,time,start,time,time,begin on,time
19969,time occur in time,time be celebrate on time,True,time,occur in,time,time,be celebrate on,time
19970,time start in time,time bring time,True,time,start in,time,time,bring,time
19971,time be celebrate in time,time start time,True,time,be celebrate in,time,time,start,time
19972,time be call time,time  know as time,True,time,be call,time,time, know as,time
19973,time mark time,time be call time,True,time,mark,time,time,be call,time
19974,time end on time,time end in time,True,time,end on,time,time,end in,time
19975,time start time,time be celebrate in time,True,time,start,time,time,be celebrate in,time
19976,time come in time,time fall on time,True,time,come in,time,time,fall on,time
19977,time end time,time come time,True,time,end,time,time,come,time
19978,time occur in time,time begin time,True,time,occur in,time,time,begin,time
19979,time come in time,time start on time,True,time,come in,time,time,start on,time
19980,time love time,time mean time,True,time,love,time,time,mean,time
19981,time fall in time,time begin time,True,time,fall in,time,time,begin,time
19982,time start on time,time bring time,True,time,start on,time,time,bring,time
19983,time follow time,time come time,True,time,follow,time,time,come,time
19984,time begin on time,time be celebrate on time,True,time,begin on,time,time,be celebrate on,time
19985,time fall in time,time be celebrate on time,True,time,fall in,time,time,be celebrate on,time
19986,time  know as time,time be call time,True,time, know as,time,time,be call,time
19987,time begin at time,time begin at time,True,time,begin at,time,time,begin at,time
19988,time to end of time,time become time,True,time,to end of,time,time,become,time
19989,time bring time,time start time,True,time,bring,time,time,start,time
19990,time start time,time come in time,True,time,start,time,time,come in,time
19991,time be the beginning of time,time begin with time,True,time,be the beginning of,time,time,begin with,time
19992,time bring time,time be celebrate in time,True,time,bring,time,time,be celebrate in,time
19993,time be call time,time  know as time,True,time,be call,time,time, know as,time
19994,time bring time,time mean time,True,time,bring,time,time,mean,time
19995,time to end time,time turn into time,True,time,to end,time,time,turn into,time
19996,time occur in time,time start in time,True,time,occur in,time,time,start in,time
19997,time to end time,time end time,True,time,to end,time,time,end,time
19998,time begin time,time occur in time,True,time,begin,time,time,occur in,time
19999,time begin in time,time bring time,True,time,begin in,time,time,bring,time
20000,time be know as time,time  know as time,True,time,be know as,time,time, know as,time
20001,time fall on time,time bring time,True,time,fall on,time,time,bring,time
20002,time to end time,time to end of time,True,time,to end,time,time,to end of,time
20003,time  know as time,time be know as time,True,time, know as,time,time,be know as,time
20004,time begin on time,time fall in time,True,time,begin on,time,time,fall in,time
20005,time fall on time,time fall in time,True,time,fall on,time,time,fall in,time
20006,time be call time,time be call time,True,time,be call,time,time,be call,time
20007,time start in time,time mean time,True,time,start in,time,time,mean,time
20008,time be know as time,time celebrate time,True,time,be know as,time,time,celebrate,time
20009,time mark time,time  know as time,True,time,mark,time,time, know as,time
20010,time be celebrate on time,time fall on time,True,time,be celebrate on,time,time,fall on,time
20011,time be celebrate on time,time fall in time,True,time,be celebrate on,time,time,fall in,time
20012,time begin time,time be celebrate on time,True,time,begin,time,time,be celebrate on,time
20013,time fall on time,time begin in time,True,time,fall on,time,time,begin in,time
20014,time be celebrate on time,time start time,True,time,be celebrate on,time,time,start,time
20015,time mark time,time celebrate time,True,time,mark,time,time,celebrate,time
20016,time begin in time,time start time,True,time,begin in,time,time,start,time
20017,time to end of time,time follow time,True,time,to end of,time,time,follow,time
20018,time mark time,time be call time,True,time,mark,time,time,be call,time
20019,time be the beginning of time,time celebrate time,True,time,be the beginning of,time,time,celebrate,time
20020,time turn into time,time to end time,True,time,turn into,time,time,to end,time
20021,time end time,time to end time,True,time,end,time,time,to end,time
20022,time be celebrate on time,time bring time,True,time,be celebrate on,time,time,bring,time
20023,time begin in time,time start on time,True,time,begin in,time,time,start on,time
20024,time begin time,time start on time,True,time,begin,time,time,start on,time
20025,time start time,time be celebrate on time,True,time,start,time,time,be celebrate on,time
20026,time come in time,time fall in time,True,time,come in,time,time,fall in,time
20027,time come time,time turn into time,True,time,come,time,time,turn into,time
20028,time follow time,time to end of time,True,time,follow,time,time,to end of,time
20029,time begin on time,time come in time,True,time,begin on,time,time,come in,time
20030,time turn to time,time follow time,True,time,turn to,time,time,follow,time
20031,time start on time,time start in time,True,time,start on,time,time,start in,time
20032,time fall in time,time bring time,True,time,fall in,time,time,bring,time
20033,time come in time,time start in time,True,time,come in,time,time,start in,time
20034,time fall on time,time be celebrate on time,True,time,fall on,time,time,be celebrate on,time
20035,time to end time,time turn to time,True,time,to end,time,time,turn to,time
20036,time start in time,time begin on time,True,time,start in,time,time,begin on,time
20037,time start time,time begin in time,True,time,start,time,time,begin in,time
20038,time fall in time,time begin in time,True,time,fall in,time,time,begin in,time
20039,time be celebrate on time,time start on time,True,time,be celebrate on,time,time,start on,time
20040,time be celebrate on time,time be celebrate in time,True,time,be celebrate on,time,time,be celebrate in,time
20041,time start in time,time fall on time,True,time,start in,time,time,fall on,time
20042,time follow time,time mean time,True,time,follow,time,time,mean,time
20043,time begin in time,time come in time,True,time,begin in,time,time,come in,time
20044,time be know as time,time celebrate time,True,time,be know as,time,time,celebrate,time
20045,time come time,time follow time,True,time,come,time,time,follow,time
20046,time start time,time start in time,True,time,start,time,time,start in,time
20047,time be celebrate in time,time come in time,True,time,be celebrate in,time,time,come in,time
20048,time become time,time turn into time,True,time,become,time,time,turn into,time
20049,time start on time,time be celebrate on time,True,time,start on,time,time,be celebrate on,time
20050,time fall on time,time begin time,True,time,fall on,time,time,begin,time
20051,time  know as time,time  know as time,True,time, know as,time,time, know as,time
20052,time begin time,time start in time,True,time,begin,time,time,start in,time
20053,time begin on time,time begin time,True,time,begin on,time,time,begin,time
20054,time be celebrate in time,time fall in time,True,time,be celebrate in,time,time,fall in,time
20055,time  know as time,time be know as time,True,time, know as,time,time,be know as,time
20056,time come in time,time be celebrate on time,True,time,come in,time,time,be celebrate on,time
20057,time bring time,time fall in time,True,time,bring,time,time,fall in,time
20058,time follow time,time become time,True,time,follow,time,time,become,time
20059,time begin on time,time begin in time,True,time,begin on,time,time,begin in,time
20060,time fall in time,time start in time,True,time,fall in,time,time,start in,time
20061,time begin on time,time bring time,True,time,begin on,time,time,bring,time
20062,time start on time,time fall in time,True,time,start on,time,time,fall in,time
20063,time start time,time begin time,True,time,start,time,time,begin,time
20064,time love time,time celebrate time,True,time,love,time,time,celebrate,time
20065,time be celebrate in time,time bring time,True,time,be celebrate in,time,time,bring,time
20066,time be know as time,time be know as time,True,time,be know as,time,time,be know as,time
20067,time start in time,time begin in time,True,time,start in,time,time,begin in,time
20068,time start in time,time be celebrate on time,True,time,start in,time,time,be celebrate on,time
20069,time fall in time,time begin on time,True,time,fall in,time,time,begin on,time
20070,time love time,time  4th of time,True,time,love,time,time, 4th of,time
20071,time come time,time to end time,True,time,come,time,time,to end,time
20072,time begin on time,time start on time,True,time,begin on,time,time,start on,time
20073,time start on time,time begin time,True,time,start on,time,time,begin,time
20074,time turn into time,time to end of time,True,time,turn into,time,time,to end of,time
20075,time come in time,time begin time,True,time,come in,time,time,begin,time
20076,time fall on time,time mean time,True,time,fall on,time,time,mean,time
20077,time love time,time begin with time,True,time,love,time,time,begin with,time
20078,time begin time,time mean time,True,time,begin,time,time,mean,time
20079,time come in time,time begin in time,True,time,come in,time,time,begin in,time
20080,time end time,time become time,True,time,end,time,time,become,time
20081,time fall in time,time mean time,True,time,fall in,time,time,mean,time
20082,time to end time,time become time,True,time,to end,time,time,become,time
20083,time be celebrate in time,time begin on time,True,time,be celebrate in,time,time,begin on,time
20084,time bring time,time fall on time,True,time,bring,time,time,fall on,time
20085,time mark time,time begin with time,True,time,mark,time,time,begin with,time
20086,time bring time,time begin in time,True,time,bring,time,time,begin in,time
20087,time follow time,time to end time,True,time,follow,time,time,to end,time
20088,time be celebrate in time,time occur in time,True,time,be celebrate in,time,time,occur in,time
20089,time start in time,time begin time,True,time,start in,time,time,begin,time
20090,time be hold in time,time be hold in time,True,time,be hold in,time,time,be hold in,time
20091,time  4th of time,time celebrate time,True,time, 4th of,time,time,celebrate,time
20092,time occur in time,time fall in time,True,time,occur in,time,time,fall in,time
20093,time mark time,time be know as time,True,time,mark,time,time,be know as,time
20094,time turn to time,time end time,True,time,turn to,time,time,end,time
20095,time  know as time,time be call time,True,time, know as,time,time,be call,time
20096,time come in time,time occur in time,True,time,come in,time,time,occur in,time
20097,time turn into time,time end time,True,time,turn into,time,time,end,time
20098,time  know as time,time celebrate time,True,time, know as,time,time,celebrate,time
20099,time to end time,time come time,True,time,to end,time,time,come,time
20100,time start on time,time occur in time,True,time,start on,time,time,occur in,time
20101,time occur in time,time start time,True,time,occur in,time,time,start,time
20102,time bring time,time begin on time,True,time,bring,time,time,begin on,time
20103,time begin in time,time be celebrate in time,True,time,begin in,time,time,be celebrate in,time
20104,time fall in time,time start on time,True,time,fall in,time,time,start on,time
20105,time become time,time end time,True,time,become,time,time,end,time
20106,time turn into time,time follow time,True,time,turn into,time,time,follow,time
20107,time begin in time,time fall on time,True,time,begin in,time,time,fall on,time
20108,time turn to time,time mean time,True,time,turn to,time,time,mean,time
20109,time be celebrate on time,time occur in time,True,time,be celebrate on,time,time,occur in,time
20110,time become time,time turn to time,True,time,become,time,time,turn to,time
20111,time begin in time,time begin on time,True,time,begin in,time,time,begin on,time
20112,time start on time,time come in time,True,time,start on,time,time,come in,time
20113,time end time,time mean time,True,time,end,time,time,mean,time
20114,time begin in time,time be celebrate on time,True,time,begin in,time,time,be celebrate on,time
20115,time fall on time,time occur in time,True,time,fall on,time,time,occur in,time
20116,time love time,time mean time,True,time,love,time,time,mean,time
20117,time turn to time,time to end of time,True,time,turn to,time,time,to end of,time
20118,time  4th of time,time mean time,True,time, 4th of,time,time,mean,time
20119,time begin on time,time mean time,True,time,begin on,time,time,mean,time
20120,time begin time,time start time,True,time,begin,time,time,start,time
20121,time become time,time mean time,True,time,become,time,time,mean,time
20122,time be celebrate on time,time start in time,True,time,be celebrate on,time,time,start in,time
20123,time begin on time,time start in time,True,time,begin on,time,time,start in,time
20124,time start time,time occur in time,True,time,start,time,time,occur in,time
20125,time come time,time turn to time,True,time,come,time,time,turn to,time
20126,time occur in time,time begin on time,True,time,occur in,time,time,begin on,time
20127,time mark time,time be also time,True,time,mark,time,time,be also,time
20128,time begin on time,time be celebrate in time,True,time,begin on,time,time,be celebrate in,time
20129,time be celebrate in time,time begin in time,True,time,be celebrate in,time,time,begin in,time
20130,time occur in time,time come in time,True,time,occur in,time,time,come in,time
20131,time fall on time,time begin on time,True,time,fall on,time,time,begin on,time
20132,time to end time,time mean time,True,time,to end,time,time,mean,time
20133,time begin at time,time begin with time,True,time,begin at,time,time,begin with,time
20134,time  know as time,time celebrate time,True,time, know as,time,time,celebrate,time
20135,time begin in time,time mean time,True,time,begin in,time,time,mean,time
20136,time bring time,time begin time,True,time,bring,time,time,begin,time
20137,time turn into time,time turn to time,True,time,turn into,time,time,turn to,time
20138,time be celebrate in time,time begin time,True,time,be celebrate in,time,time,begin,time
20139,time occur in time,time start on time,True,time,occur in,time,time,start on,time
20140,time bring time,time occur in time,True,time,bring,time,time,occur in,time
20141,time come time,time end time,True,time,come,time,time,end,time
20142,time end time,time follow time,True,time,end,time,time,follow,time
20143,time be celebrate in time,time be celebrate on time,True,time,be celebrate in,time,time,be celebrate on,time
20144,time to end of time,time end time,True,time,to end of,time,time,end,time
20145,time start in time,time be celebrate in time,True,time,start in,time,time,be celebrate in,time
20146,time fall on time,time come in time,True,time,fall on,time,time,come in,time
20147,time begin at time,time mean time,True,time,begin at,time,time,mean,time
20148,time to end time,time follow time,True,time,to end,time,time,follow,time
20149,time bring time,time be celebrate on time,True,time,bring,time,time,be celebrate on,time
20150,time come time,time to end of time,True,time,come,time,time,to end of,time
20151,time be celebrate on time,time mean time,True,time,be celebrate on,time,time,mean,time
20152,time start time,time fall on time,True,time,start,time,time,fall on,time
20153,time fall in time,time occur in time,True,time,fall in,time,time,occur in,time
20154,time turn to time,time turn into time,True,time,turn to,time,time,turn into,time
20155,time start on time,time mean time,True,time,start on,time,time,mean,time
20156,time to end of time,time turn into time,True,time,to end of,time,time,turn into,time
20157,time turn to time,time to end time,True,time,turn to,time,time,to end,time
20158,time fall on time,time start on time,True,time,fall on,time,time,start on,time
20159,time be celebrate on time,time begin time,True,time,be celebrate on,time,time,begin,time
20160,time start in time,time occur in time,True,time,start in,time,time,occur in,time
20161,time begin in time,time fall in time,True,time,begin in,time,time,fall in,time
20162,time be celebrate on time,time come in time,True,time,be celebrate on,time,time,come in,time
20163,time occur in time,time fall on time,True,time,occur in,time,time,fall on,time
20164,time begin time,time be celebrate in time,True,time,begin,time,time,be celebrate in,time
20165,time mark time,time mean time,True,time,mark,time,time,mean,time
20166,time follow time,time end time,True,time,follow,time,time,end,time
20167,time mark time,time  know as time,True,time,mark,time,time, know as,time
20168,time fall in time,time start time,True,time,fall in,time,time,start,time
20169,time fall on time,time start time,True,time,fall on,time,time,start,time
20170,time come in time,time begin on time,True,time,come in,time,time,begin on,time
20171,time begin in time,time occur in time,True,time,begin in,time,time,occur in,time
20172,time begin time,time bring time,True,time,begin,time,time,bring,time
20173,time to end of time,time turn to time,True,time,to end of,time,time,turn to,time
20174,time follow time,time turn into time,True,time,follow,time,time,turn into,time
20175,time become time,time come time,True,time,become,time,time,come,time
20176,time begin in time,time begin time,True,time,begin in,time,time,begin,time
20177,time be celebrate in time,time mean time,True,time,be celebrate in,time,time,mean,time
20178,time mark time,time be know as time,True,time,mark,time,time,be know as,time
20179,time begin on time,time occur in time,True,time,begin on,time,time,occur in,time
20180,time begin on time,time fall on time,True,time,begin on,time,time,fall on,time
20181,time begin time,time begin in time,True,time,begin,time,time,begin in,time
20182,time occur in time,time be celebrate in time,True,time,occur in,time,time,be celebrate in,time
20183,time be call time,time celebrate time,True,time,be call,time,time,celebrate,time
20184,time begin at time,time begin with time,True,time,begin at,time,time,begin with,time
20185,time begin time,time fall on time,True,time,begin,time,time,fall on,time
20186,time turn into time,time come time,True,time,turn into,time,time,come,time
20187,time  4th of time,time celebrate time,True,time, 4th of,time,time,celebrate,time
20188,time fall on time,time be celebrate in time,True,time,fall on,time,time,be celebrate in,time
20189,time be call time,time celebrate time,True,time,be call,time,time,celebrate,time
20190,time occur in time,time mean time,True,time,occur in,time,time,mean,time
20191,time be celebrate in time,time fall on time,True,time,be celebrate in,time,time,fall on,time
20192,time start on time,time begin in time,True,time,start on,time,time,begin in,time
20193,time come in time,time mean time,True,time,come in,time,time,mean,time
20194,time start time,time bring time,True,time,start,time,time,bring,time
20195,time mark time,time celebrate time,True,time,mark,time,time,celebrate,time
20196,time start time,time start on time,True,time,start,time,time,start on,time
20197,time start in time,time come in time,True,time,start in,time,time,come in,time
20198,time begin time,time come in time,True,time,begin,time,time,come in,time
20199,time begin time,time begin on time,True,time,begin,time,time,begin on,time
20200,time fall in time,time come in time,True,time,fall in,time,time,come in,time
20201,time to end of time,time come time,True,time,to end of,time,time,come,time
20202,time begin on time,time start time,True,time,begin on,time,time,start,time
20203,time be celebrate on time,time begin in time,True,time,be celebrate on,time,time,begin in,time
20204,time follow time,time turn to time,True,time,follow,time,time,turn to,time
20205,time become time,time follow time,True,time,become,time,time,follow,time
20206,time end time,time to end of time,True,time,end,time,time,to end of,time
20207,time turn to time,time come time,True,time,turn to,time,time,come,time
20208,time become time,time to end time,True,time,become,time,time,to end,time
20209,game be invent in country,game start in country,True,game,be invent in,country,game,start in,country
20210,game be play in country,game start in country,True,game,be play in,country,game,start in,country
20211,game be play in country,game come from country,True,game,be play in,country,game,come from,country
20212,game be make in country,game make in country,True,game,be make in,country,game,make in,country
20213,country invent game,country love game,True,country,invent,game,country,love,game
20214,game be play in country,game be popular in country,True,game,be play in,country,game,be popular in,country
20215,game shake country,game rattle country,True,game,shake,country,game,rattle,country
20216,game arrive in country,game visit country,True,game,arrive in,country,game,visit,country
20217,game come from country,game be invent in country,True,game,come from,country,game,be invent in,country
20218,game hit country,game strike country,True,game,hit,country,game,strike,country
20219,game originate in country,game be popular in country,True,game,originate in,country,game,be popular in,country
20220,game play in country,game be play in country,True,game,play in,country,game,be play in,country
20221,game invade country,game come to country,True,game,invade,country,game,come to,country
20222,game strike country,game shake country,True,game,strike,country,game,shake,country
20223,country have play game,game beat country,True,country,have play,game,game,beat,country
20224,game rattle country,game hit country,True,game,rattle,country,game,hit,country
20225,game make in country,game be make in country,True,game,make in,country,game,be make in,country
20226,country be play game,country have play game,True,country,be play,game,country,have play,game
20227,game arrive in country,game come to country,True,game,arrive in,country,game,come to,country
20228,country play game,country win game,True,country,play,game,country,win,game
20229,game rattle country,game strike country,True,game,rattle,country,game,strike,country
20230,game shake country,game strike country,True,game,shake,country,game,strike,country
20231,game originate in country,game be invent in country,True,game,originate in,country,game,be invent in,country
20232,game originate in country,country love game,True,game,originate in,country,country,love,game
20233,game play in country,country love game,True,game,play in,country,country,love,game
20234,game beat country,country win game,True,game,beat,country,country,win,game
20235,country be play game,country win game,True,country,be play,game,country,win,game
20236,game come from country,game be popular in country,True,game,come from,country,game,be popular in,country
20237,game reach country,game come to country,True,game,reach,country,game,come to,country
20238,country invent game,game be create in country,True,country,invent,game,game,be create in,country
