,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
6167,the tests be scored in November,the tests be scored on November,False,the tests,be scored in,November,the tests,be scored on,November
6168,insects be attracted to a body,insects date a body,False,insects,be attracted to,a body,insects,date,a body
6169,the bmw exchange itself,the bmw share itself,False,the bmw,exchange,itself,the bmw,share,itself
6170,the Committee split the award,the Committee rip the award,False,the Committee,split,the award,the Committee,rip,the award
6171,Tablet mind edition be a knowledge of windows,Tablet mind edition be an introduction to windows,False,Tablet mind edition,be a knowledge of,windows,Tablet mind edition,be an introduction to,windows
6172,No Transactions find for this period,No Transactions arrange for this period,False,No Transactions,find for,this period,No Transactions,arrange for,this period
6173,Home equity loans get money out of your house,Home equity loans need to be out of your house,False,Home equity loans,get money out of,your house,Home equity loans,need to be out of,your house
6174,The interest rate be determined every three months,The interest rate be motivated every three months,False,The interest rate,be determined,every three months,The interest rate,be motivated,every three months
6175,Warren go public with the P.E.A.C.E.,Warren be sincere in the P.E.A.C.E.,False,Warren,go public with,the P.E.A.C.E.,Warren,be sincere in,the P.E.A.C.E.
6176,the meat absorb the smoke,the meat restrict the smoke,False,the meat,absorb,the smoke,the meat,restrict,the smoke
6177,Sorry mean to post anon,Sorry choose to post anon,False,Sorry,mean to post,anon,Sorry,choose to post,anon
6178,members log in cannot,members flood in cannot,False,members,log in,cannot,members,flood in,cannot
6179,morning be best to avoid the crowds,morning come to drink the crowds,False,morning,be best to avoid,the crowds,morning,come to drink,the crowds
6180,a house go on the market,a house happen the market,False,a house,go on,the market,a house,happen,the market
6181,the companies manufacture the helicopter,the companies offer a wide range of the helicopter,False,the companies,manufacture,the helicopter,the companies,offer a wide range of,the helicopter
6182,Her hand find one of my breasts,Her hand find any of my breasts,False,Her hand,find one of,my breasts,Her hand,find any of,my breasts
6183,Bulgaria end up on the losing side,Bulgaria ground out to the losing side,False,Bulgaria,end up on,the losing side,Bulgaria,ground out to,the losing side
6184,Tag Galaxy search Flickr,Tag Galaxy register Flickr,False,Tag Galaxy,search,Flickr,Tag Galaxy,register,Flickr
6185,Bill come visit last month,Bill defend last month,False,Bill,come visit,last month,Bill,defend,last month
6186,everybody feel like a friend,everybody do as a friend,False,everybody,feel like,a friend,everybody,do as,a friend
6187,Daley transform Chicago,Daley mean for Chicago,False,Daley,transform,Chicago,Daley,mean for,Chicago
6188,Valentine 's Day be around the corner,Valentine 's Day take about the corner,False,Valentine 's Day,be around,the corner,Valentine 's Day,take about,the corner
6189,harmful greenhouse gas emissions blame for global warming,harmful greenhouse gas emissions be angry about global warming,False,harmful greenhouse gas emissions,blame for,global warming,harmful greenhouse gas emissions,be angry about,global warming
6190,classes be held for that semester,classes be held for to that semester,False,classes,be held for,that semester,classes,be held for to,that semester
6191,Friday be answered Monday,Friday pop up Monday,False,Friday,be answered,Monday,Friday,pop up,Monday
6192,a couple get married on the beach,a couple pass away the beach,False,a couple,get married on,the beach,a couple,pass away,the beach
6193,Jaime close his eyes,Jaime cancel his eyes,False,Jaime,close,his eyes,Jaime,cancel,his eyes
6194,my credit appear on my account,my credit be interviewed on my account,False,my credit,appear on,my account,my credit,be interviewed on,my account
6196,English be more than a language,English be than a language,False,English,be more than,a language,English,be than,a language
6197,A headache be a pain in the head,A headache talk out of the head,False,A headache,be a pain in,the head,A headache,talk out of,the head
6198,Can't leave home without your pet,Can't whip out your pet,False,Can't,leave home without,your pet,Can't,whip out,your pet
6199,the child element occur in the parent,the child element grow in the parent,False,the child element,occur in,the parent,the child element,grow in,the parent
6200,RALPH LAUREN design CHAPS,RALPH LAUREN conduct CHAPS,False,RALPH LAUREN,design,CHAPS,RALPH LAUREN,conduct,CHAPS
6201,the treatment be ready for use,the treatment leave use,False,the treatment,be ready for,use,the treatment,leave,use
6202,Joe be near tears,Joe miss tears,False,Joe,be near,tears,Joe,miss,tears
6203,The historian deceive the reader,The historian submerge the reader,False,The historian,deceive,the reader,The historian,submerge,the reader
6204,water samples be recovered from the field,water samples be borne by the field,False,water samples,be recovered from,the field,water samples,be borne by,the field
6205,Others help safeguard the environment,Others help ensure the environment,False,Others,help safeguard,the environment,Others,help ensure,the environment
6206,cannot modify header information,cannot need to change header information,False,cannot,modify,header information,cannot,need to change,header information
6207,the articles present within this page,the articles recover within this page,False,the articles,present within,this page,the articles,recover within,this page
6208,humans search for explanations,humans visit explanations,False,humans,search for,explanations,humans,visit,explanations
6210,Wal-mart hire greeters,Wal-mart work as greeters,False,Wal-mart,hire,greeters,Wal-mart,work as,greeters
6212,the original language get lost in translation,the original language swim in translation,False,the original language,get lost in,translation,the original language,swim in,translation
6213,God supply their every need,God be exporter of their every need,False,God,supply,their every need,God,be exporter of,their every need
6214,relaxation techniques manage the stress,relaxation techniques remain the stress,False,relaxation techniques,manage,the stress,relaxation techniques,remain,the stress
6215,This picture speak for itself,This picture encourage itself,False,This picture,speak for,itself,This picture,encourage,itself
6216,Wheel be 18 in Diameter,Wheel retire in Diameter,False,Wheel,be 18 in,Diameter,Wheel,retire in,Diameter
6217,The host choose the movie,The host apply the movie,False,The host,choose,the movie,The host,apply,the movie
6218,experts identify your finds,experts be compared use your finds,False,experts,identify,your finds,experts,be compared use,your finds
6219,a car crash kill her mother,a car crash attack her mother,False,a car crash,kill,her mother,a car crash,attack,her mother
6220,This game develop eye-hand coordination,This game launch eye-hand coordination,False,This game,develop,eye-hand coordination,This game,launch,eye-hand coordination
6221,the hierarchy fall into line,the hierarchy be classified into line,False,the hierarchy,fall into,line,the hierarchy,be classified into,line
6222,consumers have plenty of choices,consumers be spoilt for choices,False,consumers,have plenty of,choices,consumers,be spoilt for,choices
6223,this money burn a hole in my pocket,this money have no money in my pocket,False,this money,burn a hole in,my pocket,this money,have no money in,my pocket
6224,abuse occur to a child,abuse be good to see a child,False,abuse,occur to,a child,abuse,be good to see,a child
6225,The necklace measure 14 inches,The necklace weigh 14 inches,False,The necklace,measure,14 inches,The necklace,weigh,14 inches
6226,L plan for his death,L achieve his death,False,L,plan for,his death,L,achieve,his death
6227,Sorry mean to post anon,Sorry want to share anon,False,Sorry,mean to post,anon,Sorry,want to share,anon
6228,Tyler avoid feel,Tyler handle feel,False,Tyler,avoid,feel,Tyler,handle,feel
6229,Vitamin C be important in the prevention,Vitamin C happen in the prevention,False,Vitamin C,be important in,the prevention,Vitamin C,happen in,the prevention
6230,Power be given to the Antichrist,Power choose the Antichrist,False,Power,be given to,the Antichrist,Power,choose,the Antichrist
6231,members log in cannot,members spouse in cannot,False,members,log in,cannot,members,spouse in,cannot
6232,Happiness be experienced in romance,Happiness s degree in romance,False,Happiness,be experienced in,romance,Happiness,s degree in,romance
6233,The book be titled The Body,The book be guaranteed The Body,False,The book,be titled,The Body,The book,be guaranteed,The Body
6234,others know of your experience,others have with your experience,False,others,know of,your experience,others,have with,your experience
6235,Women be laden with sins,Women be transport sins,False,Women,be laden with,sins,Women,be transport,sins
6237,the software have support for laptop,the software run under laptop,False,the software,have support for,laptop,the software,run under,laptop
6238,Can't leave home without your pet,Can't be afraid to use your pet,False,Can't,leave home without,your pet,Can't,be afraid to use,your pet
6239,the iPhone go on sale,the iPhone return from sale,False,the iPhone,go on,sale,the iPhone,return from,sale
6240,the teddy bear belong to his daughter,the teddy bear seem to his daughter,False,the teddy bear,belong to,his daughter,the teddy bear,seem to,his daughter
6241,Google integrate websites,Google relax websites,False,Google,integrate,websites,Google,relax,websites
6242,Rolling Stone jump the shark,Rolling Stone dream the shark,False,Rolling Stone,jump,the shark,Rolling Stone,dream,the shark
6243,The hotel split up in two floors,The hotel be since two floors,False,The hotel,split up in,two floors,The hotel,be since,two floors
6244,A picture paint a thousand words,A picture force a thousand words,False,A picture,paint,a thousand words,A picture,force,a thousand words
6245,Mortenson struggle into the village of Korphe,Mortenson tug the village of Korphe,False,Mortenson,struggle into,the village of Korphe,Mortenson,tug,the village of Korphe
6246,foods prevent cancer,foods protect cancer,False,foods,prevent,cancer,foods,protect,cancer
6248,Clinton take a flight to the Middle East,Clinton be spent in the Middle East,False,Clinton,take a flight to,the Middle East,Clinton,be spent in,the Middle East
6250,This species be introduced in California,This species pass in California,False,This species,be introduced in,California,This species,pass in,California
6251,experts identify your finds,experts penetrate your finds,False,experts,identify,your finds,experts,penetrate,your finds
6252,your doctor recommend a different antibiotic,your doctor receive from a different antibiotic,False,your doctor,recommend,a different antibiotic,your doctor,receive from,a different antibiotic
6253,The Association hope in the future,The Association wonder in the future,False,The Association,hope in,the future,The Association,wonder in,the future
6254,the mind drive the body,the mind travel the body,False,the mind,drive,the body,the mind,travel,the body
6255,this book be directed to both parents and students,this book please email both parents and students,False,this book,be directed to,both parents and students,this book,please email,both parents and students
6256,Your doctor order lab tests,Your doctor drink lab tests,False,Your doctor,order,lab tests,Your doctor,drink,lab tests
6257,the crystals be seen by a microscope,the crystals be heard by a microscope,False,the crystals,be seen by,a microscope,the crystals,be heard by,a microscope
6258,A set be identical to itself,A set compare to itself,False,A set,be identical to,itself,A set,compare to,itself
6259,a loved one pass on to Heaven,a loved one give to Heaven,False,a loved one,pass on to,Heaven,a loved one,give to,Heaven
6260,Mortenson struggle into the village of Korphe,Mortenson wear under the village of Korphe,False,Mortenson,struggle into,the village of Korphe,Mortenson,wear under,the village of Korphe
6261,CoQ10 interact with vitamin,CoQ10 deal with vitamin,False,CoQ10,interact with,vitamin,CoQ10,deal with,vitamin
6262,The general order the execution,The general buy the execution,False,The general,order,the execution,The general,buy,the execution
6263,the search engines be something with many variables,the search engines bog down many variables,False,the search engines,be something with,many variables,the search engines,bog down,many variables
6264,all items look information,all items start out information,False,all items,look,information,all items,start out,information
6265,a wedding feel like a daunting task,a wedding try a daunting task,False,a wedding,feel like,a daunting task,a wedding,try,a daunting task
6266,The larvae spin a cocoon,The larvae retire a cocoon,False,The larvae,spin,a cocoon,The larvae,retire,a cocoon
6267,Samsung enter the netbook market,Samsung attend the netbook market,False,Samsung,enter,the netbook market,Samsung,attend,the netbook market
6268,my father count the days,my father cast the days,False,my father,count,the days,my father,cast,the days
6269,The women stay at the van,The women do at the van,False,The women,stay at,the van,The women,do at,the van
6271,Fabric soften with washing,Fabric represent with washing,False,Fabric,soften with,washing,Fabric,represent with,washing
6272,the animals shout for joy,the animals keep come for joy,False,the animals,shout for,joy,the animals,keep come for,joy
6273,members log in cannot,members sign up cannot,False,members,log in,cannot,members,sign up,cannot
6274,No one dare dispute,No one mingle dispute,False,No one,dare,dispute,No one,mingle,dispute
6275,Farmers turn to other crops,Farmers ask other crops,False,Farmers,turn to,other crops,Farmers,ask,other crops
6276,Friday be answered Monday,Friday be processed until Monday,False,Friday,be answered,Monday,Friday,be processed until,Monday
6277,not everyone play with electricity,not everyone play for electricity,False,not everyone,play with,electricity,not everyone,play for,electricity
6278,him have the time for him,him afford to do him,False,him,have the time for,him,him,afford to do,him
6279,Jake hear through walls,Jake through walls,False,Jake,hear through,walls,Jake,through,walls
6280,Leah let out a sigh,Leah say under a sigh,False,Leah,let out,a sigh,Leah,say under,a sigh
6281,the crystals be seen by a microscope,the crystals be raised by a microscope,False,the crystals,be seen by,a microscope,the crystals,be raised by,a microscope
6282,subjects be given cognitive tests,subjects wear cognitive tests,False,subjects,be given,cognitive tests,subjects,wear,cognitive tests
6283,India blame Pakistan,India arrive Pakistan,False,India,blame,Pakistan,India,arrive,Pakistan
6284,the leg be against the body,the leg vote against the body,False,the leg,be against,the body,the leg,vote against,the body
6285,Individuals possess a high school diploma,Individuals have a private bathroom with a high school diploma,False,Individuals,possess,a high school diploma,Individuals,have a private bathroom with,a high school diploma
6286,God forgive us of all our sin,God be punished for us of all our sin,False,God,forgive,us of all our sin,God,be punished for,us of all our sin
6287,Fused glass be referred to as warm glass,Fused glass be more known as warm glass,False,Fused glass,be referred to as,warm glass,Fused glass,be more known as,warm glass
6288,Nancy near the end of her work,Nancy face during her work,False,Nancy,near the end of,her work,Nancy,face during,her work
6289,their voices scratch at her ears,their voices have a scar on her ears,False,their voices,scratch at,her ears,their voices,have a scar on,her ears
6290,the program calculate the commission,the program concentrate the commission,False,the program,calculate,the commission,the program,concentrate,the commission
6291,The opponents have more of an opportunity,The opponents be more of an opportunity,False,The opponents,have more of,an opportunity,The opponents,be more of,an opportunity
6292,The effort bump him,The effort withhold him,False,The effort,bump,him,The effort,withhold,him
6293,No one dare dispute,No one dispose dispute,False,No one,dare,dispute,No one,dispose,dispute
6294,This procedure document the steps,This procedure conduct the steps,False,This procedure,document,the steps,This procedure,conduct,the steps
6295,not everyone play with electricity,not everyone open for electricity,False,not everyone,play with,electricity,not everyone,open for,electricity
6296,rider finish his bottle,rider fail his bottle,False,rider,finish,his bottle,rider,fail,his bottle
6297,Participants begin write November 1,Participants enjoy write November 1,False,Participants,begin write,November 1,Participants,enjoy write,November 1
6298,Press enter on your keyboard,Press identify on your keyboard,False,Press,enter on,your keyboard,Press,identify on,your keyboard
6299,Blade measure 8 inches,Blade report 8 inches,False,Blade,measure,8 inches,Blade,report,8 inches
6300,use need to replace the cartridges,use need to remove the cartridges,False,use,need to replace,the cartridges,use,need to remove,the cartridges
6301,A part of me try to move my feet,A part of me have on my feet,False,A part of me,try to move,my feet,A part of me,have on,my feet
6302,some folks please feel free to print,some folks be sent via print,False,some folks,please feel free to,print,some folks,be sent via,print
6303,a lift arrive to the 4th floor,a lift be a village in the 4th floor,False,a lift,arrive to,the 4th floor,a lift,be a village in,the 4th floor
6304,some folks please feel free to print,some folks please email to print,False,some folks,please feel free to,print,some folks,please email to,print
6305,"a guy be been dead for 2,000 years","a guy have mine for 2,000 years",False,a guy,be been dead for,"2,000 years",a guy,have mine for,"2,000 years"
6306,Sorry mean to post anon,Sorry mean to put anon,False,Sorry,mean to post,anon,Sorry,mean to put,anon
6307,the pigs settle down in the straw,the pigs go to in the straw,False,the pigs,settle down in,the straw,the pigs,go to in,the straw
6308,God supply their every need,God offer to sell their every need,False,God,supply,their every need,God,offer to sell,their every need
6309,Femtocells hit the market,Femtocells fall to the market,False,Femtocells,hit,the market,Femtocells,fall to,the market
6310,The story start from these questions,The story lead from these questions,False,The story,start from,these questions,The story,lead from,these questions
6311,This case be an improvement of the former one,This case be a drop of the former one,False,This case,be an improvement of,the former one,This case,be a drop of,the former one
6312,No date set for the wedding,No date do the same for the wedding,False,No date,set for,the wedding,No date,do the same for,the wedding
6313,Refugees refer for resettlement,Refugees have lower than resettlement,False,Refugees,refer for,resettlement,Refugees,have lower than,resettlement
6314,the user click on skip,the user drag skip,False,the user,click on,skip,the user,drag,skip
6315,men seek Matt,men attach Matt,False,men,seek,Matt,men,attach,Matt
6317,information be based on objective,information be the same as objective,False,information,be based on,objective,information,be the same as,objective
6318,a card be best for your needs,a card care for your needs,False,a card,be best for,your needs,a card,care for,your needs
6319,crimes be committed in our name,crimes be penetrated in our name,False,crimes,be committed in,our name,crimes,be penetrated in,our name
6320,The QUEEN be among the characters,The QUEEN be regarded as the characters,False,The QUEEN,be among,the characters,The QUEEN,be regarded as,the characters
6321,Elijah be afraid of him,Elijah be capable of him,False,Elijah,be afraid of,him,Elijah,be capable of,him
6322,this book have a range of flavors,this book have a great range of flavors,False,this book,have a range of,flavors,this book,have a great range of,flavors
6323,the penis assume its original size,the penis be relieved of its original size,False,the penis,assume,its original size,the penis,be relieved of,its original size
6324,Write share your voice,Write understand your voice,False,Write,share,your voice,Write,understand,your voice
6325,guys cash the checks,guys prefix the checks,False,guys,cash,the checks,guys,prefix,the checks
6326,rates diminish their value,rates cooperate their value,False,rates,diminish,their value,rates,cooperate,their value
6327,Readers be grateful for your insight,Readers do without your insight,False,Readers,be grateful for,your insight,Readers,do without,your insight
6328,Lyon sell the bush puppet,Lyon sell over the bush puppet,False,Lyon,sell,the bush puppet,Lyon,sell over,the bush puppet
6330,the opportunity present itself,the opportunity conduct itself,False,the opportunity,present,itself,the opportunity,conduct,itself
6331,things get this out of hand,things dig through hand,False,things,get this out of,hand,things,dig through,hand
6332,the board meet on April 20,the board say on April 20,False,the board,meet on,April 20,the board,say on,April 20
6333,a potential motivator consult on guys,a potential motivator compensate on guys,False,a potential motivator,consult on,guys,a potential motivator,compensate on,guys
6334,The site reach high volumes,The site be above high volumes,False,The site,reach,high volumes,The site,be above,high volumes
6335,substance of the enzyme,substance find of the enzyme,False,substance,of,the enzyme,substance,find of,the enzyme
6336,Florence rest a moment,Florence bang a moment,False,Florence,rest,a moment,Florence,bang,a moment
6337,Mathematicians be unable to make the connection,Mathematicians be delinquent on the connection,False,Mathematicians,be unable to make,the connection,Mathematicians,be delinquent on,the connection
6338,Watson be present in court,Watson be expressed in court,False,Watson,be present in,court,Watson,be expressed in,court
6339,lawyers have hundred of other cases,lawyers contain hundred of other cases,False,lawyers,have hundred of,other cases,lawyers,contain hundred of,other cases
6340,His lips brush her shoulder,His lips check her shoulder,False,His lips,brush,her shoulder,His lips,check,her shoulder
6341,Valentine 's Day be around the corner,Valentine 's Day be near the corner,False,Valentine 's Day,be around,the corner,Valentine 's Day,be near,the corner
6342,his relatives ask to see him,his relatives hand in him,False,his relatives,ask to see,him,his relatives,hand in,him
6343,the knob pop off the spindle,the knob dance across the spindle,False,the knob,pop off,the spindle,the knob,dance across,the spindle
6344,Patrick want to say goodbye,Patrick say be goodbye,False,Patrick,want to say,goodbye,Patrick,say be,goodbye
6345,others want to use touch,others end up use touch,False,others,want to use,touch,others,end up use,touch
6346,Any thing out of order,Any thing do be open order,False,Any thing,out of,order,Any thing,do be open,order
6347,ya wanna scream,ya be snapped scream,False,ya,wanna,scream,ya,be snapped,scream
6348,Dont misplace your chip,Dont digress your chip,False,Dont,misplace,your chip,Dont,digress,your chip
6349,the crystals be seen by a microscope,the crystals be occupied by a microscope,False,the crystals,be seen by,a microscope,the crystals,be occupied by,a microscope
6350,Only a minority be involved in violence,Only a minority be essential for violence,False,Only a minority,be involved in,violence,Only a minority,be essential for,violence
6351,Supports increase offshore oil drilling,Supports impact offshore oil drilling,False,Supports,increase,offshore oil drilling,Supports,impact,offshore oil drilling
6352,Students get to know their communities,Students sit next to their communities,False,Students,get to know,their communities,Students,sit next to,their communities
6353,your computer identify your browser,your computer indicate your browser,False,your computer,identify,your browser,your computer,indicate,your browser
6354,any parent choose for their child,any parent want on their child,False,any parent,choose for,their child,any parent,want on,their child
6355,Aliens stand at attention,Aliens sit in attention,False,Aliens,stand at,attention,Aliens,sit in,attention
6356,Same go for everyone else,Same turn to everyone else,False,Same,go for,everyone else,Same,turn to,everyone else
6357,Jason Todd inherit the Batman,Jason Todd aim the Batman,False,Jason Todd,inherit,the Batman,Jason Todd,aim,the Batman
6358,The logo fit in with the designs,The logo harmonize with the designs,False,The logo,fit in with,the designs,The logo,harmonize with,the designs
6359,This theme be released for free,This theme be played on free,False,This theme,be released for,free,This theme,be played on,free
6360,the income earn in that state,the income save in that state,False,the income,earn in,that state,the income,save in,that state
6361,Alice want to go out to supper,Alice put the dog in supper,False,Alice,want to go out to,supper,Alice,put the dog in,supper
6362,Ruby jump at the chance,Ruby be at the chance,False,Ruby,jump at,the chance,Ruby,be at,the chance
6363,The disciples perceive his glory,The disciples associate his glory,False,The disciples,perceive,his glory,The disciples,associate,his glory
6364,the bank be after him,the bank happen before him,False,the bank,be after,him,the bank,happen before,him
6365,This query retrieve records,This query belong records,False,This query,retrieve,records,This query,belong,records
6366,most people think about Autism,most people say about Autism,False,most people,think about,Autism,most people,say about,Autism
6367,Blu-ray be the only game in town,Blu-ray go out of town,False,Blu-ray,be the only game in,town,Blu-ray,go out of,town
6368,all three stand upon their terms,all three clamber to their terms,False,all three,stand upon,their terms,all three,clamber to,their terms
6369,Most memo be given over the internet,Most memo be given during the internet,False,Most memo,be given over,the internet,Most memo,be given during,the internet
6370,Xena jostle the other woman,Xena graft the other woman,False,Xena,jostle,the other woman,Xena,graft,the other woman
6371,Fabric soften with washing,Fabric await with washing,False,Fabric,soften with,washing,Fabric,await with,washing
6372,Recovery require from a few days,Recovery manage from a few days,False,Recovery,require from,a few days,Recovery,manage from,a few days
6373,Thailand depend on exports,Thailand vary upon exports,False,Thailand,depend on,exports,Thailand,vary upon,exports
6374,The hand stay in her mouth,The hand be locked in her mouth,False,The hand,stay in,her mouth,The hand,be locked in,her mouth
6376,His only goal be the accumulation of power,His only goal block the flow of power,False,His only goal,be the accumulation of,power,His only goal,block the flow of,power
6377,This page be incorporated in our news page,This page have its headquarters in our news page,False,This page,be incorporated in,our news page,This page,have its headquarters in,our news page
6378,residents recycle clothing,residents tick clothing,False,residents,recycle,clothing,residents,tick,clothing
6379,Joe be near tears,Joe be to tears,False,Joe,be near,tears,Joe,be to,tears
6380,the best be saved for last,the best be frozen for last,False,the best,be saved for,last,the best,be frozen for,last
6381,lawyers have hundred of other cases,lawyers contain thousand of other cases,False,lawyers,have hundred of,other cases,lawyers,contain thousand of,other cases
6382,an area cry out for changes,an area breathe a sigh of changes,False,an area,cry out for,changes,an area,breathe a sigh of,changes
6383,the user type their credentials,the user force their credentials,False,the user,type,their credentials,the user,force,their credentials
6384,the President get put in check,the President be thrown in check,False,the President,get put in,check,the President,be thrown in,check
6385,some women develop breast,some women be diagnosed with breast,False,some women,develop,breast,some women,be diagnosed with,breast
6386,Tablet mind edition be a knowledge of windows,Tablet mind edition be a state of windows,False,Tablet mind edition,be a knowledge of,windows,Tablet mind edition,be a state of,windows
6387,The food prepare for tourists,The food be due 30 day to tourists,False,The food,prepare for,tourists,The food,be due 30 day to,tourists
6388,our heart be glad in Him,our heart be privileged in Him,False,our heart,be glad in,Him,our heart,be privileged in,Him
6389,zonealarm guarantee a cheap firewall,zonealarm be sure of a cheap firewall,False,zonealarm,guarantee,a cheap firewall,zonealarm,be sure of,a cheap firewall
6390,Moses go up on Mount Cyanide,Moses raise up on Mount Cyanide,False,Moses,go up on,Mount Cyanide,Moses,raise up on,Mount Cyanide
6391,The loan check your credit score,The loan watch your credit score,False,The loan,check,your credit score,The loan,watch,your credit score
6392,the user unleash a race,the user delve a race,False,the user,unleash,a race,the user,delve,a race
6393,Investors flip properties,Investors step on properties,False,Investors,flip,properties,Investors,step on,properties
6394,Their research be supported in part,Their research be motivated in part,False,Their research,be supported in,part,Their research,be motivated in,part
6395,shower wet the floor,shower suck the floor,False,shower,wet,the floor,shower,suck,the floor
6396,a check be sent to the address,a check die in the address,False,a check,be sent to,the address,a check,die in,the address
6397,Tudor see the effect on Joan,Tudor scroll over Joan,False,Tudor,see the effect on,Joan,Tudor,scroll over,Joan
6399,journalists be fired in the morning,journalists be stacked in the morning,False,journalists,be fired in,the morning,journalists,be stacked in,the morning
6400,Many people wish have the talent,Many people read have the talent,False,Many people,wish have,the talent,Many people,read have,the talent
6401,The contract call for the developers,The contract require the developers,False,The contract,call for,the developers,The contract,require,the developers
6403,others be new to the market,others have a bachelors of the market,False,others,be new to,the market,others,have a bachelors of,the market
6404,things be fine with the lady,things seem to like the lady,False,things,be fine with,the lady,things,seem to like,the lady
6405,This year be successful for badminton,This year work for badminton,False,This year,be successful for,badminton,This year,work for,badminton
6406,a vote cast on Election Day,a vote fall across Election Day,False,a vote,cast on,Election Day,a vote,fall across,Election Day
6407,the Netherlands be located in The Hague,the Netherlands open in The Hague,False,the Netherlands,be located in,The Hague,the Netherlands,open in,The Hague
6408,haitians handle creole and french,haitians resolve creole and french,False,haitians,handle,creole and french,haitians,resolve,creole and french
6409,The party go by canoe,The party be called by canoe,False,The party,go by,canoe,The party,be called by,canoe
6410,Licenses be available at hardware,Licenses be arranged at hardware,False,Licenses,be available at,hardware,Licenses,be arranged at,hardware
6411,the penis assume its original size,the penis invest its original size,False,the penis,assume,its original size,the penis,invest,its original size
6412,the government give away $ 40 coupons,the government dig out $ 40 coupons,False,the government,give away,$ 40 coupons,the government,dig out,$ 40 coupons
6413,The monarch grant a dissolution,The monarch charge a dissolution,False,The monarch,grant,a dissolution,The monarch,charge,a dissolution
6414,another go at the White House,another go wrong at the White House,False,another,go at,the White House,another,go wrong at,the White House
6415,Obama be the kind of change,Obama be as change,False,Obama,be the kind of,change,Obama,be as,change
6416,Blake stop at a door,Blake leave from a door,False,Blake,stop at,a door,Blake,leave from,a door
6417,the President get put in check,the President be dropped into check,False,the President,get put in,check,the President,be dropped into,check
6418,safety continue with operations,safety give up on operations,False,safety,continue with,operations,safety,give up on,operations
6419,the music stand by itself,the music get to itself,False,the music,stand by,itself,the music,get to,itself
6420,the sample reach 30.degree,the sample realize 30.degree,False,the sample,reach,30.degree,the sample,realize,30.degree
6421,a debtor be unable to pay his creditors,a debtor save on his creditors,False,a debtor,be unable to pay,his creditors,a debtor,save on,his creditors
6422,P thank him,P ask him,False,P,thank,him,P,ask,him
6423,a family like to handle pennies,a family win get pennies,False,a family,like to handle,pennies,a family,win get,pennies
6424,individuals or domains bypass the filters,individuals or domains prepend the filters,False,individuals or domains,bypass,the filters,individuals or domains,prepend,the filters
6425,the meat absorb the smoke,the meat invest the smoke,False,the meat,absorb,the smoke,the meat,invest,the smoke
6426,the changes stop with childbirth,the changes agree about childbirth,False,the changes,stop with,childbirth,the changes,agree about,childbirth
6427,the borrower default on payments,the borrower make payment on payments,False,the borrower,default on,payments,the borrower,make payment on,payments
6428,The Parish Council advise residents,The Parish Council be a city located in residents,False,The Parish Council,advise,residents,The Parish Council,be a city located in,residents
6429,Factoring be the purchase of receivables,Factoring be the element of receivables,False,Factoring,be the purchase of,receivables,Factoring,be the element of,receivables
6430,the rash resemble a bull 's eye,the rash execute a bull 's eye,False,the rash,resemble,a bull 's eye,the rash,execute,a bull 's eye
6431,my degree open up a lot of doors,my degree be the sort of doors,False,my degree,open up a lot of,doors,my degree,be the sort of,doors
6432,students need to do to prepare for the competition,students have before the competition,False,students,need to do to prepare for,the competition,students,have before,the competition
6433,c+ + be standardized to all of these attorneys,c+ + be federal to all of these attorneys,False,c+ +,be standardized to,all of these attorneys,c+ +,be federal to,all of these attorneys
6434,Ben spend many hour in the garden,Ben file into the garden,False,Ben,spend many hour in,the garden,Ben,file into,the garden
6435,formats be used by other systems,formats provide to other systems,False,formats,be used by,other systems,formats,provide to,other systems
6436,moms avoid the disease,moms depend the disease,False,moms,avoid,the disease,moms,depend,the disease
6437,inflation get out of control,inflation get off control,False,inflation,get out of,control,inflation,get off,control
6438,Patrick want to say goodbye,Patrick want to give goodbye,False,Patrick,want to say,goodbye,Patrick,want to give,goodbye
6439,Alice want to go out to supper,Alice frequent supper,False,Alice,want to go out to,supper,Alice,frequent,supper
6440,Vacuum cleaners consist of attachments,Vacuum cleaners make up of attachments,False,Vacuum cleaners,consist of,attachments,Vacuum cleaners,make up of,attachments
6441,her hair cover her face,her hair write about her face,False,her hair,cover,her face,her hair,write about,her face
6442,The rest of the Caribbean Islands expect pleasant conditions,The rest of the Caribbean Islands care about pleasant conditions,False,The rest of the Caribbean Islands,expect,pleasant conditions,The rest of the Caribbean Islands,care about,pleasant conditions
6443,shipping charges apply for small orders,shipping charges file for small orders,False,shipping charges,apply for,small orders,shipping charges,file for,small orders
6444,The level vary from courses,The level be anything from courses,False,The level,vary from,courses,The level,be anything from,courses
6445,This feature fool a user,This feature figure a user,False,This feature,fool,a user,This feature,figure,a user
6446,your back be up against the wall,your back get dealt the wall,False,your back,be up against,the wall,your back,get dealt,the wall
6447,The stuff get in their eyes,The stuff be after their eyes,False,The stuff,get in,their eyes,The stuff,be after,their eyes
6448,chocolate cover strawberries,chocolate entail strawberries,False,chocolate,cover,strawberries,chocolate,entail,strawberries
6449,Press enter on your keyboard,Press tick on your keyboard,False,Press,enter on,your keyboard,Press,tick on,your keyboard
6450,The team post more about all changes,The team see more on all changes,False,The team,post more about,all changes,The team,see more on,all changes
6451,your dog perceive his environment,your dog distinguish his environment,False,your dog,perceive,his environment,your dog,distinguish,his environment
